index,bias
0,-0.0076677799224853516
1,-0.0076677799224853516
2,-0.010672330856323242
3,-0.027609586715698242
4,-0.03516727685928345
5,-0.06824177503585815
6,-0.005109548568725586
8,-0.034192442893981934
9,-0.028714537620544434
10,-0.03775489330291748
11,-0.034192442893981934
12,-0.032227516174316406
13,0.0153350830078125
14,-0.048636555671691895
17,-0.023863673210144043
18,0.03782534599304199
20,-0.029947400093078613
21,-0.020090937614440918
22,-0.057207345962524414
23,-0.01050877571105957
24,0.01398921012878418
25,-0.04147231578826904
27,0.09055781364440918
29,-0.03488898277282715
30,0.01855170726776123
31,-2.1338462829589844e-05
32,-0.03892695903778076
33,0.0011490583419799805
34,-0.007932186126708984
35,-0.02589404582977295
37,-0.0016024112701416016
38,-0.02918064594268799
39,-0.004738330841064453
40,0.08009856939315796
41,0.0247652530670166
42,-0.045899152755737305
43,-0.029248356819152832
44,-0.028714537620544434
45,-0.026898503303527832
46,-0.026609718799591064
47,-0.0049887895584106445
48,-0.032738327980041504
49,-0.043930768966674805
51,-0.015760302543640137
52,-0.00824826955795288
53,-0.026706814765930176
54,-0.023061513900756836
55,-0.058239102363586426
56,-0.06107938289642334
57,0.027520596981048584
58,-0.013120651245117188
59,-0.03832221031188965
61,-0.02795100212097168
63,-0.003629326820373535
64,-0.02937161922454834
65,-0.049779653549194336
66,-0.01401209831237793
67,-0.028571009635925293
69,-0.013255953788757324
71,-0.043400585651397705
72,-0.03071773052215576
73,0.003423452377319336
74,-0.03335726261138916
75,-0.007850170135498047
76,-0.012446999549865723
77,-0.034192442893981934
78,-0.04258608818054199
79,-0.007932186126708984
80,-0.0002149343490600586
81,-0.03473925590515137
82,0.0038718581199645996
83,0.009958267211914062
84,-0.02056753635406494
85,0.00013637542724609375
86,-0.02769601345062256
87,-0.02304244041442871
90,0.001591324806213379
92,-0.006723999977111816
93,0.01078033447265625
94,0.037749290466308594
95,-0.02721482515335083
96,-0.006676912307739258
97,0.002976536750793457
98,0.0221712589263916
